__metadata,ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,AREA,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~15')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~15')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~15,15,JJ,02,03,02/03,5,23,890,1,02,South,12,JJ-F01,500g Nut Muesli,2234,2234,ST,4.50,10053.00,2010.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~16')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~16')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~16,16,JJ,02,03,02/03,5,23,901,1,02,West,14,JJ-F01,500g Nut Muesli,1676,1676,ST,5.00,8380.00,1508.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~17')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~17')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~17,17,JJ,02,03,02/03,5,23,897,1,02,North,14,JJ-F01,500g Nut Muesli,1359,1359,ST,5.00,6795.00,1223.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~18')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~18')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~18,18,JJ,02,04,02/04,5,24,917,2,02,North,12,JJ-F01,500g Nut Muesli,2352,2352,ST,4.50,10584.00,2116.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~19')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~19')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~19,19,JJ,02,04,02/04,5,24,922,2,02,North,12,JJ-F02,500g Blueberry Muesli,2065,2065,ST,4.50,9292.50,2539.95,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~20')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~20')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~20,20,JJ,02,04,02/04,5,24,922,1,02,North,12,JJ-F02,500g Blueberry Muesli,2071,2071,ST,4.50,9319.50,2547.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~21')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~21')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~21,21,JJ,02,04,02/04,5,24,931,1,02,West,12,JJ-F02,500g Blueberry Muesli,2540,2540,ST,4.50,11430.00,3124.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~22')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~22')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~22,22,JJ,02,04,02/04,5,24,931,2,02,West,12,JJ-F02,500g Blueberry Muesli,2451,2451,ST,4.50,11029.50,3014.73,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~23')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~23')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~23,23,JJ,02,04,02/04,5,24,925,2,02,North,12,JJ-F02,500g Blueberry Muesli,2291,2291,ST,4.50,10309.50,2817.93,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~24')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~24')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~24,24,JJ,02,04,02/04,5,24,917,1,02,North,12,JJ-F02,500g Blueberry Muesli,2442,2442,ST,4.50,10989.00,3003.66,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~25')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~25')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~25,25,JJ,02,04,02/04,5,24,915,1,02,South,12,JJ-F02,500g Blueberry Muesli,2135,2135,ST,4.50,9607.50,2626.05,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~26')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~26')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~26,26,JJ,02,04,02/04,5,24,915,2,02,South,12,JJ-F02,500g Blueberry Muesli,2397,2397,ST,4.50,10786.50,2948.31,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~27')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~27')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~27,27,JJ,02,04,02/04,5,24,925,1,02,North,12,JJ-F02,500g Blueberry Muesli,2558,2558,ST,4.50,11511.00,3146.34,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~28')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~28')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~28,28,JJ,02,04,02/04,5,24,928,1,02,West,12,JJ-F02,500g Blueberry Muesli,2014,2014,ST,4.50,9063.00,2477.22,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~29')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~29')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~29,29,JJ,02,04,02/04,5,24,934,1,02,South,14,JJ-F02,500g Blueberry Muesli,1036,1036,ST,5.00,5180.00,1274.28,EUR
