__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,BANK_CASH_ACCOUNT,ACCOUNTS_RECEIVABLE,BANK_LOAN,ACCOUNTS_PAYABLE,PROFIT,SETUP_TIME_INVESTMENT,DEBT_LOADING,CREDIT_RATING,COMPANY_RISK_RATE_PCT,MARKET_RISK_RATE_PCT,COMPANY_VALUATION,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~11')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~11')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~11,11,JJ,01,11,01/11,3,11,2754232.60,0.00,-8000000.00,-681960.00,-348267.40,0.00,-5927727.40,A,5.00,7.00,-63321345.45,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~12')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~12')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~12,12,JJ,01,12,01/12,3,12,2754232.60,0.00,-8000000.00,-681960.00,-348267.40,0.00,-5927727.40,A,5.00,7.00,-58044566.67,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~13')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~13')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~13,13,JJ,01,13,01/13,3,13,2754232.60,0.00,-8000000.00,-681960.00,-348267.40,0.00,-5927727.40,A,5.00,7.00,-53579600.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~14')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~14')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~14,14,JJ,01,14,01/14,3,14,2754232.60,0.00,-8000000.00,-681960.00,-348267.40,0.00,-5927727.40,A,5.00,7.00,-49752485.71,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~15')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~15')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~15,15,JJ,01,15,01/15,3,15,2625495.45,0.00,-8000000.00,-681960.00,-528254.55,0.00,-6056464.55,A-,5.25,7.00,-68996512.65,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~16')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~16')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~16,16,JJ,01,16,01/16,4,16,2625495.45,0.00,-8000000.00,-681960.00,-528254.55,0.00,-6056464.55,A-,5.25,7.00,-64684230.61,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~17')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~17')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~17,17,JJ,01,17,01/17,4,17,2625495.45,0.00,-8000000.00,-681960.00,-528254.55,0.00,-6056464.55,A-,5.25,7.00,-60879275.87,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~18')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~18')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~18,18,JJ,01,18,01/18,4,18,2625495.45,0.00,-8000000.00,-681960.00,-528254.55,0.00,-6056464.55,A-,5.25,7.00,-57497093.88,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~19')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~19')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~19,19,JJ,01,19,01/19,4,19,2625495.45,0.00,-8000000.00,-681960.00,-528254.55,0.00,-6056464.55,A-,5.25,7.00,-54470931.04,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~20')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~20')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~20,20,JJ,01,20,01/20,4,20,2496372.35,0.00,-8000000.00,-681960.00,-708627.65,0.00,-6185587.65,A-,5.25,7.00,-69416586.12,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~21')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~21')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~21,21,JJ,02,01,02/01,5,21,2496372.35,0.00,-8000000.00,-681960.00,-708801.65,0.00,-6185587.65,A-,5.25,7.00,-66127267.64,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~22')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~22')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~22,22,JJ,02,02,02/02,5,22,1976372.35,108000.00,-8000000.00,-681960.00,-1142517.65,520000.00,-6597587.65,A-,5.25,7.00,-59682462.34,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~23')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~23')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~23,23,JJ,02,03,02/03,5,23,1976372.35,163859.50,-8000000.00,-681960.00,-1097628.55,520000.00,-6541728.15,A-,5.25,7.00,-53448394.68,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~24')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~24')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~24,24,JJ,02,04,02/04,5,24,1976372.35,282961.50,-8000000.00,-681960.00,-1010250.35,520000.00,-6422626.15,A-,5.25,7.00,-44265334.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~25')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~25')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~25,25,JJ,02,05,02/05,5,25,1849036.43,363355.50,-8000000.00,-681960.00,-1127471.34,520000.00,-6469568.07,A-,5.25,7.00,-51850815.22,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~26')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~26')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~26,26,JJ,02,06,02/06,6,26,1167076.43,437760.50,-8000000.00,0.00,-1067256.89,520000.00,-6395163.07,A-,5.25,7.00,-45482465.81,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~27')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~27')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~27,27,JJ,02,07,02/07,6,27,1167076.43,520265.00,-8000000.00,0.00,-1002569.22,520000.00,-6312658.57,A-,5.25,7.00,-39261258.59,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~28')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~28')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~28,28,JJ,02,08,02/08,6,28,1134856.43,637851.00,-8000000.00,0.00,-949657.63,560000.00,-6227292.57,A-,5.25,7.00,-31836102.39,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~29')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~29')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~29,29,JJ,02,09,02/09,6,29,1134856.43,709839.50,-8000000.00,0.00,-892993.06,560000.00,-6155304.07,A-,5.25,7.00,-27067792.93,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~30')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~30')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~30,30,JJ,02,10,02/10,6,30,1031898.10,702989.50,-8000000.00,0.00,-1054073.39,560000.00,-6265112.40,A-,5.25,7.00,-36837445.88,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~31')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~31')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~31,31,JJ,02,11,02/11,7,31,1031898.10,833910.50,-8000000.00,0.00,-951463.09,560000.00,-6134191.40,A-,5.25,7.00,-29311689.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~32')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~32')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~32,32,JJ,02,12,02/12,7,32,1077246.10,891180.00,-8000000.00,0.00,-872740.38,560000.00,-6031573.90,A-,5.25,7.00,-23718798.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~33')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~33')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~33,33,JJ,02,13,02/13,7,33,1084866.10,975867.00,-8000000.00,0.00,-801165.30,560000.00,-5939266.90,A,5.00,7.00,-19282745.45,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~34')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~34')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~34,34,JJ,02,14,02/14,7,34,1179454.10,933739.50,-8000000.00,0.00,-758925.02,560000.00,-5886806.40,A,5.00,7.00,-16368138.43,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~35')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~35')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~35,35,JJ,02,15,02/15,7,35,1098891.46,1180590.50,-8000000.00,0.00,-708015.52,560000.00,-5720518.04,A,5.00,7.00,-13124696.38,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~36')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~36')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~36,36,JJ,02,16,02/16,8,36,1168210.46,1340823.00,-8000000.00,0.00,-540316.30,560000.00,-5490966.54,A,5.00,7.00,-3573127.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~37')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~37')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~37,37,JJ,02,17,02/17,8,37,1237164.96,1490446.50,-8000000.00,0.00,-386289.92,560000.00,-5272388.54,A,5.00,7.00,4723067.39,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~38')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~38')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~38,38,JJ,02,18,02/18,8,38,1309385.46,1610990.00,-8000000.00,0.00,-248437.99,560000.00,-5079624.54,A,5.00,7.00,11731333.86,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~39')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~39')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~39,39,JJ,02,19,02/19,8,39,1337115.46,1616900.00,-8000000.00,0.00,-221722.06,560000.00,-5045984.54,A,5.00,7.00,12680920.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~40')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~40')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~40,40,JJ,02,20,02/20,8,40,1326231.79,1582794.50,-8000000.00,0.00,-327538.73,560000.00,-5090973.71,A,5.00,7.00,6956396.83,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~41')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~41')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~41,41,JJ,03,01,03/01,9,41,366849.79,1565647.50,-8000000.00,0.00,-308607.41,560000.00,-6067502.71,A-,5.25,7.00,7441358.21,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~42')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~42')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~42,42,JJ,03,02,03/02,9,42,380479.79,1691368.50,-8000000.00,0.00,-202614.04,560000.00,-5928151.71,A,5.00,7.00,12351712.38,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~43')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~43')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~43,43,JJ,03,03,03/03,9,43,389319.79,1917380.50,-8000000.00,-164296.00,-22725.06,560000.00,-5857595.71,A,5.00,7.00,20322865.43,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~44')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~44')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~44,44,JJ,03,04,03/04,9,44,261553.79,1985120.50,-7800000.00,-199496.00,83906.85,560000.00,-5752821.71,A,5.00,7.00,24601826.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~45')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~45')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~45,45,JJ,03,05,03/05,9,45,73276.52,1868940.00,-7600000.00,-199496.00,-72603.02,560000.00,-5857279.48,A,5.00,7.00,16995421.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~46')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~46')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~46,46,JJ,03,06,03/06,10,46,56577.02,1921468.60,-7500000.00,-199496.00,18631.14,560000.00,-5721450.38,A,5.00,7.00,20491208.99,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~47')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~47')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~47,47,JJ,03,07,03/07,10,47,117551.02,1945848.50,-7400000.00,-199496.00,143955.61,560000.00,-5536096.48,A,5.00,7.00,25288891.21,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~48')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~48')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~48,48,JJ,03,08,03/08,10,48,31905.52,1985622.80,-7200000.00,-199496.00,245435.23,560000.00,-5381967.68,A,5.00,7.00,28893134.58,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~49')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~49')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~49,49,JJ,03,09,03/09,10,49,50241.52,2032910.00,-7100000.00,-199496.00,358423.95,560000.00,-5216344.48,A,5.00,7.00,32820025.17,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~50')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~50')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~50,50,JJ,03,10,03/10,10,50,-22874.97,2044383.50,-7100000.00,-199496.00,236068.27,560000.00,-5277987.47,A,5.00,7.00,27176064.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~51')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~51')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~51,51,JJ,03,11,03/11,11,51,104217.00,1940166.50,-7122874.97,-199496.00,236068.27,560000.00,-5277987.47,A,5.00,7.00,26551696.86,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~52')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~52')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~52,52,JJ,03,12,03/12,11,52,92533.53,1962161.00,-7100000.00,-294558.00,262070.75,560000.00,-5339863.47,A,5.00,7.00,26951439.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~53')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~53')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~53,53,JJ,03,13,03/13,11,53,194055.03,1881498.00,-7100000.00,-348958.00,278565.01,560000.00,-5373404.97,A,5.00,7.00,26977295.97,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~54')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~54')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~54,54,JJ,03,14,03/14,11,54,16375.03,1912010.00,-6900000.00,-607826.00,320342.93,560000.00,-5579440.97,A,5.00,7.00,27938627.04,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~55')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~55')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~55,55,JJ,03,15,03/15,11,55,185227.78,1643925.50,-6900000.00,-607826.00,167975.54,560000.00,-5678672.72,A,5.00,7.00,21805171.15,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~56')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~56')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~56,56,JJ,03,16,03/16,12,56,63126.48,1634461.40,-6600000.00,-607826.00,285819.69,560000.00,-5510238.12,A,5.00,7.00,25541179.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~57')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~57')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~57,57,JJ,03,17,03/17,12,57,167928.48,1625234.90,-6600000.00,-607826.00,351751.14,560000.00,-5414662.62,A,5.00,7.00,27324601.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~58')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~58')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~58,58,JJ,03,18,03/18,12,58,93082.28,1639505.60,-6300000.00,-607826.00,511995.21,560000.00,-5175238.12,A,5.00,7.00,32298685.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~59')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~59')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~59,59,JJ,03,19,03/19,12,59,87380.48,1682124.50,-6200000.00,-607826.00,599192.24,560000.00,-5038321.02,A,5.00,7.00,34627985.54,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~60')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~60')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~60,60,JJ,03,20,03/20,12,60,4328.45,1558986.20,-6000000.00,-607826.00,507363.00,560000.00,-5044511.35,A,5.00,7.00,30912100.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~61')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~61')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~61,61,JJ,04,01,04/01,13,61,50351.65,1576781.00,-6000000.00,-848978.00,546110.54,560000.00,-5221845.35,A,5.00,7.00,31599252.68,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~62')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~62')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~62,62,JJ,04,02,04/02,13,62,42968.95,1585736.10,-5800000.00,-848978.00,678865.97,560000.00,-5020272.95,A,5.00,7.00,35296751.72,EUR
