__metadata,ID,ROW_ID,COMPANY_CODE,SALES_ORGANIZATION,SIM_ROUND,SIM_PERIOD,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,AREA,QUANTITY,UNIT,AVERAGE_PRICE,NET_VALUE,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~19')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~19')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~19,19,CC,Market,01,1,500g Raisin Muesli,12,South,8935,ST,3.45,30500.65,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~20')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~20')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~20,20,CC,Market,01,1,500g Strawberry Muesli,12,North,17628,ST,4.25,75056.74,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~21')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~21')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~21,21,CC,Market,01,1,500g Strawberry Muesli,12,South,15716,ST,4.09,63412.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~22')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~22')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~22,22,CC,Market,01,1,500g Strawberry Muesli,12,West,16134,ST,4.25,68702.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~23')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~23')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~23,23,CC,Market,01,2,1kg Blueberry Muesli,12,North,24086,ST,5.26,126692.36,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~24')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~24')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~24,24,CC,Market,01,2,1kg Blueberry Muesli,12,South,21831,ST,5.26,115022.16,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~25')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~25')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~25,25,CC,Market,01,2,1kg Blueberry Muesli,12,West,16364,ST,5.26,86074.64,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~26')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~26')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~26,26,CC,Market,01,2,1kg Nut Muesli,12,North,21070,ST,4.61,97132.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~27')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~27')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~27,27,CC,Market,01,2,1kg Nut Muesli,12,South,13442,ST,4.69,63135.12,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~28')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~28')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~28,28,CC,Market,01,2,1kg Nut Muesli,12,West,24427,ST,4.61,112608.47,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~29')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~29')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~29,29,CC,Market,01,2,1kg Raisin Muesli,12,North,18899,ST,4.38,82777.62,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~30')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~30')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~30,30,CC,Market,01,2,1kg Raisin Muesli,12,South,21307,ST,4.45,94975.26,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~31')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~31')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~31,31,CC,Market,01,2,1kg Raisin Muesli,12,West,26634,ST,4.40,117304.92,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~32')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~32')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~32,32,CC,Market,01,2,1kg Strawberry Muesli,12,North,19685,ST,5.28,103911.45,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~33')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~33')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~33,33,CC,Market,01,2,1kg Strawberry Muesli,12,South,18471,ST,5.36,98991.17,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~34')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~34')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~34,34,CC,Market,01,2,1kg Strawberry Muesli,12,West,25301,ST,5.27,133336.27,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~35')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~35')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~35,35,CC,Market,01,2,500g Blueberry Muesli,12,North,21182,ST,4.24,89867.86,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~36')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~36')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~36,36,CC,Market,01,2,500g Blueberry Muesli,12,South,25490,ST,4.20,106849.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~37')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~37')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~37,37,CC,Market,01,2,500g Blueberry Muesli,12,West,14854,ST,4.23,62832.42,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~38')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~38')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~38,38,CC,Market,01,2,500g Nut Muesli,12,North,25636,ST,3.92,100504.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~39')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~39')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~39,39,CC,Market,01,2,500g Nut Muesli,12,South,10742,ST,3.97,42699.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~40')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~40')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~40,40,CC,Market,01,2,500g Nut Muesli,12,West,4992,ST,3.90,19468.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~41')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~41')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~41,41,CC,Market,01,2,500g Raisin Muesli,12,North,2632,ST,3.79,9975.28,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~42')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~42')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~42,42,CC,Market,01,2,500g Raisin Muesli,12,South,20020,ST,3.81,76414.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~43')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~43')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~43,43,CC,Market,01,2,500g Raisin Muesli,12,West,8267,ST,3.79,31331.93,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~44')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~44')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~44,44,CC,Market,01,2,500g Strawberry Muesli,12,North,2561,ST,4.23,10833.03,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~45')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~45')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~45,45,CC,Market,01,2,500g Strawberry Muesli,12,South,7776,ST,4.29,33400.18,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~46')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~46')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~46,46,CC,Market,01,2,500g Strawberry Muesli,12,West,15665,ST,4.24,66456.71,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~47')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~47')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~47,47,CC,Market,01,3,1kg Blueberry Muesli,12,North,18536,ST,5.53,102879.86,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~48')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~48')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~48,48,CC,Market,01,3,1kg Blueberry Muesli,12,South,14584,ST,5.72,83646.36,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~49')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~49')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~49,49,CC,Market,01,3,1kg Blueberry Muesli,12,West,14346,ST,5.44,78283.96,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~50')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~50')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~50,50,CC,Market,01,3,1kg Nut Muesli,12,North,8951,ST,5.11,45739.61,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~51')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~51')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~51,51,CC,Market,01,3,1kg Nut Muesli,12,South,17071,ST,5.05,86840.31,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~52')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~52')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~52,52,CC,Market,01,3,1kg Nut Muesli,12,West,1937,ST,5.11,9898.07,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~53')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~53')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~53,53,CC,Market,01,3,1kg Raisin Muesli,12,North,10909,ST,4.73,51959.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~54')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~54')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~54,54,CC,Market,01,3,1kg Raisin Muesli,12,South,13817,ST,4.79,66059.96,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~55')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~55')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~55,55,CC,Market,01,3,1kg Raisin Muesli,12,West,12484,ST,4.66,58161.72,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~56')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~56')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~56,56,CC,Market,01,3,1kg Strawberry Muesli,12,North,10435,ST,5.33,55537.08,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~57')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~57')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~57,57,CC,Market,01,3,1kg Strawberry Muesli,12,South,13035,ST,5.49,71579.98,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~58')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~58')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~58,58,CC,Market,01,3,1kg Strawberry Muesli,12,West,15690,ST,5.39,84909.16,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~59')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~59')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~59,59,CC,Market,01,3,500g Blueberry Muesli,12,North,7358,ST,4.15,29888.82,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~60')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~60')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~60,60,CC,Market,01,3,500g Blueberry Muesli,12,South,18993,ST,3.87,73458.39,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~61')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~61')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~61,61,CC,Market,01,3,500g Blueberry Muesli,12,West,9382,ST,4.13,38628.36,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~62')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~62')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~62,62,CC,Market,01,3,500g Nut Muesli,12,North,19269,ST,3.87,74489.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~63')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~63')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~63,63,CC,Market,01,3,500g Nut Muesli,12,West,3073,ST,3.90,11984.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~64')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~64')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~64,64,CC,Market,01,3,500g Raisin Muesli,12,North,17363,ST,3.57,60766.57,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~65')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~65')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~65,65,CC,Market,01,3,500g Raisin Muesli,12,South,8709,ST,3.29,28680.55,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~66')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~66')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~66,66,CC,Market,01,3,500g Raisin Muesli,12,West,8671,ST,3.49,30140.99,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~67')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~67')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~67,67,CC,Market,01,3,500g Strawberry Muesli,12,North,12981,ST,4.24,55095.83,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~68')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~68')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~68,68,CC,Market,01,3,500g Strawberry Muesli,12,South,17856,ST,3.81,67896.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~69')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~69')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~69,69,CC,Market,01,3,500g Strawberry Muesli,12,West,31154,ST,4.06,126346.42,EUR
